Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS5X2-1/2X.188,HSS5X2-1/2X3/16,F,8.78,2.41,–,–,5.00,4.48,–,–,–,2.50,1.98,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,11.4,–,25.7,–,7.51,3.79,3.01,1.77,2.53,2.33,2.03,1.02,–,–,–,6.26,–,3.89,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X63.5X4.8,HSS127X63.5X4.8,13.1,1550,–,–,127,114,–,–,–,63.5,50.3,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,11.4,–,25.7,–,3.13,62.1,49.3,45.0,1.05,38.2,33.3,25.9,–,–,–,2610,–,63.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X2-1/2X.125,HSS5X2-1/2X1/8,F,6.03,1.65,–,–,5.00,4.65,–,–,–,2.50,2.15,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,18.6,–,40.1,–,5.34,2.65,2.14,1.80,1.82,1.64,1.46,1.05,–,–,–,4.40,–,2.70,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X63.5X3.2,HSS127X63.5X3.2,8.96,1060,–,–,127,118,–,–,–,63.5,54.6,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,18.6,–,40.1,–,2.22,43.4,35.1,45.7,0.758,26.9,23.9,26.7,–,–,–,1830,–,44.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X2X.375,HSS5X2X3/8,F,14.72,4.09,–,–,5.00,3.95,–,–,–,2.00,0.953,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,2.73,–,11.3,–,10.4,5.71,4.14,1.59,2.28,2.88,2.28,0.748,–,–,–,6.61,–,5.20,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X50.8X9.5,HSS127X50.8X9.5,21.8,2640,–,–,127,100,–,–,–,50.8,24.2,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,2.73,–,11.3,–,4.33,93.6,67.8,40.4,0.949,47.2,37.4,19.0,–,–,–,2750,–,85.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X2X.313,HSS5X2X5/16,F,12.70,3.52,–,–,5.00,4.13,–,–,–,2.00,1.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,3.87,–,14.2,–,9.35,5.05,3.74,1.63,2.10,2.57,2.10,0.772,–,–,–,5.99,–,4.59,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X50.8X7.9,HSS127X50.8X7.9,18.8,2270,–,–,127,105,–,–,–,50.8,28.7,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,3.87,–,14.2,–,3.89,82.8,61.3,41.4,0.874,42.1,34.4,19.6,–,–,–,2490,–,75.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X2X.250,HSS5X2X1/4,F,10.51,2.91,–,–,5.00,4.30,–,–,–,2.00,1.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,5.58,–,18.5,–,8.08,4.27,3.23,1.67,1.84,2.20,1.84,0.797,–,–,–,5.17,–,3.88,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X50.8X6.4,HSS127X50.8X6.4,15.6,1880,–,–,127,109,–,–,–,50.8,33.0,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,5.58,–,18.5,–,3.36,70.0,52.9,42.4,0.766,36.1,30.2,20.2,–,–,–,2150,–,63.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X2X.188,HSS5X2X3/16,F,8.15,2.24,–,–,5.00,4.48,–,–,–,2.00,1.48,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,8.49,–,25.7,–,6.50,3.37,2.60,1.70,1.51,1.75,1.51,0.823,–,–,–,4.15,–,3.05,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X50.8X4.8,HSS127X50.8X4.8,12.1,1450,–,–,127,114,–,–,–,50.8,37.6,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,8.49,–,25.7,–,2.71,55.2,42.6,43.2,0.629,28.7,24.7,20.9,–,–,–,1730,–,50.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X2X.125,HSS5X2X1/8,F,5.61,1.54,–,–,5.00,4.65,–,–,–,2.00,1.65,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,14.2,–,40.1,–,4.65,2.37,1.86,1.74,1.10,1.24,1.10,0.848,–,–,–,2.95,–,2.13,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X50.8X3.2,HSS127X50.8X3.2,8.33,994,–,–,127,118,–,–,–,50.8,41.9,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,14.2,–,40.1,–,1.94,38.8,30.5,44.2,0.458,20.3,18.0,21.5,–,–,–,1230,–,34.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4-1/2X4-1/2X.500,HSS4-1/2X4-1/2X1/2,F,25.03,6.95,–,–,4.50,3.10,–,–,–,4.50,3.10,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,6.68,–,6.68,–,18.1,10.2,8.03,1.61,18.1,10.2,8.03,1.61,–,–,–,31.3,–,14.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS114.3X114.3X12.7,HSS114.3X114.3X12.7,37.1,4480,–,–,114,78.7,–,–,–,114,78.7,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,6.68,–,6.68,–,7.53,167,132,40.9,7.53,167,132,40.9,–,–,–,13000,–,243,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4-1/2X4-1/2X.375,HSS4-1/2X4-1/2X3/8,F,19.82,5.48,–,–,4.50,3.45,–,–,–,4.50,3.45,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,9.89,–,9.89,–,15.3,8.36,6.79,1.67,15.3,8.36,6.79,1.67,–,–,–,25.7,–,11.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS114.3X114.3X9.5,HSS114.3X114.3X9.5,29.4,3540,–,–,114,87.6,–,–,–,114,87.6,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,9.89,–,9.89,–,6.37,137,111,42.4,6.37,137,111,42.4,–,–,–,10700,–,195,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4-1/2X4-1/2X.313,HSS4-1/2X4-1/2X5/16,F,16.96,4.68,–,–,4.50,3.63,–,–,–,4.50,3.63,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,12.5,–,12.5,–,13.5,7.27,6.00,1.70,13.5,7.27,6.00,1.70,–,–,–,22.3,–,10.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS114.3X114.3X7.9,HSS114.3X114.3X7.9,25.2,3020,–,–,114,92.2,–,–,–,114,92.2,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,12.5,–,12.5,–,5.62,119,98.3,43.2,5.62,119,98.3,43.2,–,–,–,9280,–,167,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4-1/2X4-1/2X.250,HSS4-1/2X4-1/2X1/4,F,13.91,3.84,–,–,4.50,3.80,–,–,–,4.50,3.80,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,16.3,–,16.3,–,11.4,6.06,5.08,1.73,11.4,6.06,5.08,1.73,–,–,–,18.5,–,8.44,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS114.3X114.3X6.4,HSS114.3X114.3X6.4,20.7,2480,–,–,114,96.5,–,–,–,114,96.5,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,16.3,–,16.3,–,4.75,99.3,83.2,43.9,4.75,99.3,83.2,43.9,–,–,–,7700,–,138,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4-1/2X4-1/2X.188,HSS4-1/2X4-1/2X3/16,F,10.70,2.93,–,–,4.50,3.98,–,–,–,4.50,3.98,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,22.9,–,22.9,–,9.02,4.71,4.01,1.75,9.02,4.71,4.01,1.75,–,–,–,14.4,–,6.49,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS114.3X114.3X4.8,HSS114.3X114.3X4.8,15.9,1890,–,–,114,101,–,–,–,114,101,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,22.9,–,22.9,–,3.75,77.2,65.7,44.5,3.75,77.2,65.7,44.5,–,–,–,5990,–,106,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4-1/2X4-1/2X.125,HSS4-1/2X4-1/2X1/8,F,7.31,2.00,–,–,4.50,4.15,–,–,–,4.50,4.15,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,35.8,–,35.8,–,6.35,3.27,2.82,1.78,6.35,3.27,2.82,1.78,–,–,–,9.92,–,4.45,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS114.3X114.3X3.2,HSS114.3X114.3X3.2,10.9,1290,–,–,114,105,–,–,–,114,105,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,35.8,–,35.8,–,2.64,53.6,46.2,45.2,2.64,53.6,46.2,45.2,–,–,–,4130,–,72.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X4X.500,HSS4X4X1/2,F,21.63,6.02,–,–,4.00,2.60,–,–,–,4.00,2.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,5.60,–,5.60,–,11.9,7.70,5.97,1.41,11.9,7.70,5.97,1.41,–,–,–,21.0,–,11.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X101.6X12.7,HSS101.6X101.6X12.7,32.0,3880,–,–,102,66.0,–,–,–,102,66.0,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,5.60,–,5.60,–,4.95,126,97.8,35.8,4.95,126,97.8,35.8,–,–,–,8740,–,184,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X4X.375,HSS4X4X3/8,F,17.27,4.78,–,–,4.00,2.95,–,–,–,4.00,2.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,8.46,–,8.46,–,10.3,6.39,5.13,1.47,10.3,6.39,5.13,1.47,–,–,–,17.5,–,9.14,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X101.6X9.5,HSS101.6X101.6X9.5,25.6,3080,–,–,102,74.9,–,–,–,102,74.9,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,8.46,–,8.46,–,4.29,105,84.1,37.3,4.29,105,84.1,37.3,–,–,–,7280,–,150,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X4X.313,HSS4X4X5/16,F,14.83,4.10,–,–,4.00,3.13,–,–,–,4.00,3.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,10.7,–,10.7,–,9.14,5.59,4.57,1.49,9.14,5.59,4.57,1.49,–,–,–,15.3,–,7.91,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X101.6X7.9,HSS101.6X101.6X7.9,22.0,2650,–,–,102,79.5,–,–,–,102,79.5,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,10.7,–,10.7,–,3.80,91.6,74.9,37.8,3.80,91.6,74.9,37.8,–,–,–,6370,–,130,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X4X.250,HSS4X4X1/4,F,12.21,3.37,–,–,4.00,3.30,–,–,–,4.00,3.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,14.2,–,14.2,–,7.80,4.69,3.90,1.52,7.80,4.69,3.90,1.52,–,–,–,12.8,–,6.56,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X101.6X6.4,HSS101.6X101.6X6.4,18.1,2170,–,–,102,83.8,–,–,–,102,83.8,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,14.2,–,14.2,–,3.25,76.9,63.9,38.6,3.25,76.9,63.9,38.6,–,–,–,5330,–,107,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X4X.188,HSS4X4X3/16,F,9.42,2.58,–,–,4.00,3.48,–,–,–,4.00,3.48,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,20.0,–,20.0,–,6.21,3.67,3.10,1.55,6.21,3.67,3.10,1.55,–,–,–,10.0,–,5.07,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X101.6X4.8,HSS101.6X101.6X4.8,14.0,1660,–,–,102,88.4,–,–,–,102,88.4,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,20.0,–,20.0,–,2.58,60.1,50.8,39.4,2.58,60.1,50.8,39.4,–,–,–,4160,–,83.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X4X.125,HSS4X4X1/8,F,6.46,1.77,–,–,4.00,3.65,–,–,–,4.00,3.65,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,31.5,–,31.5,–,4.40,2.56,2.20,1.58,4.40,2.56,2.20,1.58,–,–,–,6.91,–,3.49,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X101.6X3.2,HSS101.6X101.6X3.2,9.59,1140,–,–,102,92.7,–,–,–,102,92.7,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,31.5,–,31.5,–,1.83,42.0,36.1,40.1,1.83,42.0,36.1,40.1,–,–,–,2880,–,57.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X3X.375,HSS4X3X3/8,F,14.72,4.09,–,–,4.00,2.95,–,–,–,3.00,1.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,5.60,–,8.46,–,7.93,5.12,3.97,1.39,5.01,4.18,3.34,1.11,–,–,–,10.6,–,6.59,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X76.2X9.5,HSS101.6X76.2X9.5,21.8,2640,–,–,102,74.9,–,–,–,76.2,49.5,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,5.60,–,8.46,–,3.30,83.9,65.1,35.3,2.09,68.5,54.7,28.2,–,–,–,4410,–,108,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X3X.313,HSS4X3X5/16,F,12.70,3.52,–,–,4.00,3.13,–,–,–,3.00,2.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,7.31,–,10.7,–,7.14,4.51,3.57,1.42,4.52,3.69,3.02,1.13,–,–,–,9.41,–,5.75,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X76.2X7.9,HSS101.6X76.2X7.9,18.8,2270,–,–,102,79.5,–,–,–,76.2,54.1,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,7.31,–,10.7,–,2.97,73.9,58.5,36.1,1.88,60.5,49.5,28.7,–,–,–,3920,–,94.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X3X.250,HSS4X3X1/4,F,10.51,2.91,–,–,4.00,3.30,–,–,–,3.00,2.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,9.88,–,14.2,–,6.15,3.81,3.07,1.45,3.91,3.12,2.61,1.16,–,–,–,7.96,–,4.81,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X76.2X6.4,HSS101.6X76.2X6.4,15.6,1880,–,–,102,83.8,–,–,–,76.2,58.4,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,9.88,–,14.2,–,2.56,62.4,50.3,36.8,1.63,51.1,42.8,29.5,–,–,–,3310,–,78.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X3X.188,HSS4X3X3/16,F,8.15,2.24,–,–,4.00,3.48,–,–,–,3.00,2.48,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,14.2,–,20.0,–,4.93,3.00,2.47,1.49,3.16,2.46,2.10,1.19,–,–,–,6.26,–,3.74,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X76.2X4.8,HSS101.6X76.2X4.8,12.1,1450,–,–,102,88.4,–,–,–,76.2,63.0,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,14.2,–,20.0,–,2.05,49.2,40.5,37.8,1.32,40.3,34.4,30.2,–,–,–,2610,–,61.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X3X.125,HSS4X3X1/8,F,5.61,1.54,–,–,4.00,3.65,–,–,–,3.00,2.65,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,22.9,–,31.5,–,3.52,2.11,1.76,1.52,2.27,1.73,1.51,1.21,–,–,–,4.38,–,2.59,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X76.2X3.2,HSS101.6X76.2X3.2,8.33,994,–,–,102,92.7,–,–,–,76.2,67.3,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,22.9,–,31.5,–,1.47,34.6,28.8,38.6,0.945,28.3,24.7,30.7,–,–,–,1820,–,42.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X2-1/2X.375,HSS4X2-1/2X3/8,F,13.44,3.74,–,–,4.00,2.95,–,–,–,2.50,1.45,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,4.16,–,8.46,–,6.77,4.48,3.38,1.35,3.17,3.20,2.54,0.922,–,–,–,7.57,–,5.32,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X63.5X9.5,HSS101.6X63.5X9.5,19.9,2410,–,–,102,74.9,–,–,–,63.5,36.8,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,4.16,–,8.46,–,2.82,73.4,55.4,34.3,1.32,52.4,41.6,23.4,–,–,–,3150,–,87.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X2-1/2X.313,HSS4X2-1/2X5/16,F,11.64,3.23,–,–,4.00,3.13,–,–,–,2.50,1.63,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,5.59,–,10.7,–,6.13,3.97,3.07,1.38,2.89,2.85,2.32,0.947,–,–,–,6.77,–,4.67,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X63.5X7.9,HSS101.6X63.5X7.9,17.3,2080,–,–,102,79.5,–,–,–,63.5,41.4,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,5.59,–,10.7,–,2.55,65.1,50.3,35.1,1.20,46.7,38.0,24.1,–,–,–,2820,–,76.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X2-1/2X.250,HSS4X2-1/2X1/4,F,9.66,2.67,–,–,4.00,3.30,–,–,–,2.50,1.80,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,7.73,–,14.2,–,5.32,3.38,2.66,1.41,2.53,2.43,2.02,0.973,–,–,–,5.78,–,3.93,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X63.5X6.4,HSS101.6X63.5X6.4,14.3,1720,–,–,102,83.8,–,–,–,63.5,45.7,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,7.73,–,14.2,–,2.21,55.4,43.6,35.8,1.05,39.8,33.1,24.7,–,–,–,2410,–,64.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X2-1/2X.188,HSS4X2-1/2X3/16,F,7.51,2.06,–,–,4.00,3.48,–,–,–,2.50,1.98,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,11.4,–,20.0,–,4.30,2.67,2.15,1.44,2.06,1.93,1.65,0.999,–,–,–,4.59,–,3.08,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X63.5X4.8,HSS101.6X63.5X4.8,11.2,1330,–,–,102,88.4,–,–,–,63.5,50.3,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,11.4,–,20.0,–,1.79,43.8,35.2,36.6,0.857,31.6,27.0,25.4,–,–,–,1910,–,50.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X2-1/2X.125,HSS4X2-1/2X1/8,F,5.18,1.42,–,–,4.00,3.65,–,–,–,2.50,2.15,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,18.6,–,31.5,–,3.09,1.88,1.54,1.47,1.49,1.36,1.19,1.03,–,–,–,3.23,–,2.14,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X63.5X3.2,HSS101.6X63.5X3.2,7.70,916,–,–,102,92.7,–,–,–,63.5,54.6,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,18.6,–,31.5,–,1.29,30.8,25.2,37.3,0.620,22.3,19.5,26.2,–,–,–,1340,–,35.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
